日期,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
106/08/01,59.8,47.3,34.9,47.3,-5,"19,282",-3
106/08/02,54.4,32.7,9.9,32.5,-31,"19,739",2
106/08/03,54.4,27.9,7,29,-11,"18,044",-9
106/08/04,52.5,32.7,11.6,32.5,12,"14,692",-19
106/08/05,63.6,43.6,27.8,44.5,37,"15,654",7
106/08/06,67.4,50.2,33.1,50.2,13,"17,831",14
106/08/08,65.3,53.3,39,52.8,5,"21,307",19
106/08/09,64.1,46.5,31.8,47.1,-11,"19,926",-6
106/08/10,56.7,37.5,27.4,39.3,-17,"24,804",24
106/08/11,50,35.6,28.1,37,-6,"23,428",-6
106/08/12,44.1,32.9,21.8,32.9,-11,"28,048",20
106/08/13,40.5,28.5,16.5,28.5,-13,"35,068",25
106/08/15,37.9,22.9,13.1,23.9,-16,"39,680",13
106/08/16,35.1,21.8,12.9,22.7,-5,"28,955",-27
106/08/17,30.6,21.5,14.3,21.9,-4,"27,089",-6
106/08/18,33.8,26,18.3,26,19,"23,245",-14
106/08/19,40,30,21.2,30.2,16,"21,850",-6
106/08/20,39.2,33.2,24,32.6,8,"24,592",13
106/08/22,40.6,32.4,25.7,32.7,0,"32,221",31
106/08/23,39.4,31.4,23.4,31.4,-4,"26,986",-16
106/08/24,37.9,26,15.2,26.2,-17,"26,930",0
106/08/25,35.4,21.5,11.8,22.3,-15,"27,155",1
106/08/26,35.9,22.9,10.7,23.1,4,"24,724",-9
106/08/27,34,24.5,12.9,24.1,4,"23,481",-5
106/08/29,34.1,24.8,13.6,24.4,1,"27,882",19
106/08/30,35.2,25.8,14.9,25.5,5,"21,133",-24
106/08/31,36,28.9,17.1,28,10,"19,813",-6
106/09/01,42.3,33.5,23.1,33.2,19,"17,719",-11
106/09/02,40.9,33.8,25.4,33.6,1,"20,513",16
106/09/03,44.6,38.2,28.9,37.6,12,"19,634",-4
106/09/04,44.7,37.5,26.2,36.7,-2,"19,509",-1
106/09/05,46.5,40.1,30,39.4,7,"22,811",17
106/09/08,45.2,37.5,27.1,36.9,-6,"30,219",32
106/09/09,45.8,36.9,27,36.7,-1,"23,146",-23
106/09/10,44.7,36.5,27.6,36.4,-1,"25,526",10
106/09/12,65.9,52.4,39,52.5,44,"25,522",0
106/09/13,49,39.8,26.3,38.9,-26,"26,463",4
106/09/14,62.8,34.5,22.1,37.7,-3,"20,629",-22
106/09/15,46.2,30.1,22.1,31.7,-16,"19,120",-7
106/09/16,40.5,30.4,23.1,31,-2,"20,599",8
106/09/17,37.7,29.7,23,30,-3,"24,536",19
106/09/19,36.1,23.3,17.5,24.7,-18,"32,857",34
106/09/20,35.5,25.2,18.6,25.9,5,"22,092",-33
106/09/21,31.9,24,17.8,24.3,-6,"20,111",-9
106/09/22,29.7,20.1,14.7,20.9,-14,"23,556",17
106/09/23,27.6,18.6,13.3,19.4,-7,"26,769",14
106/09/24,25.9,16.4,8.3,16.6,-14,"29,630",11
106/09/26,23.3,13,6.5,13.8,-17,"37,890",28
106/09/27,22,11.6,5.9,12.5,-9,"27,014",-29
106/09/28,20.9,13.5,6.7,13.6,9,"22,386",-17
106/09/29,21.9,15.5,8.4,15.3,13,"22,301",0
106/09/30,22.5,16.2,10.2,16.3,7,"21,053",-6
106/10/01,23.1,17.1,11.2,17.1,5,"24,981",19
106/10/03,23.5,17.1,10.4,17.1,0,"30,062",20
106/10/04,33.8,22.1,12,22.4,31,"27,367",-9
106/10/07,25,15.6,6.9,15.7,-30,"41,930",53
106/10/08,31.4,15.6,7.4,17.1,9,"26,556",-37
106/10/10,25,16.8,9.1,16.9,-1,"27,193",2
106/10/11,25.5,19.4,12.2,19.1,13,"19,058",-30
106/10/12,29.4,22,14.8,22.1,16,"16,507",-13
106/10/13,33,25.9,17.9,25.7,16,"14,555",-12
106/10/14,44.1,32,20.4,32.1,25,"14,180",-3
106/10/15,52.4,39.5,27,39.6,23,"16,278",15
106/10/17,59.8,41,24.3,41.4,5,"19,762",21
106/10/18,59.9,47.2,31.4,46.6,13,"15,459",-22
106/10/19,80,59.6,40.8,59.9,29,"10,777",-30
106/10/20,107.8,75,47.9,76.1,27,"8,763",-19
106/10/21,116.4,87,60.6,87.6,15,"8,653",-1
106/10/22,109.3,90.3,60.4,88.1,1,"11,416",32
106/10/24,115,82.3,50.2,82.5,-6,"12,053",6
106/10/25,100,81.7,52.4,79.5,-4,"10,414",-14
106/10/26,92.3,82.6,66,81.2,2,"8,379",-20
106/10/27,109.5,90.3,70.2,90.1,11,"8,387",0
106/10/28,101.7,88.6,73.6,88.2,-2,"10,453",25
106/10/29,109.8,95.9,76.8,94.8,7,"10,575",1
106/10/31,99.7,79.4,55.8,78.7,-17,"15,150",43
106/11/01,100,60.8,41.7,64.8,-18,"13,749",-9
106/11/02,85,54.8,38,57.5,-11,"12,437",-10
106/11/03,69.5,48.1,35.5,49.9,-13,"12,555",1
106/11/04,62.5,51.3,37.8,50.8,2,"14,085",12
106/11/05,59.3,50.3,39,49.8,-2,"14,218",1
106/11/07,61,48.2,38.6,48.8,-2,"16,360",15
106/11/08,59.7,45.7,32.1,45.8,-6,"15,338",-6
106/11/09,54.1,40.8,25.6,40.4,-12,"14,421",-6
106/11/10,52.8,37,22.4,37.2,-8,"13,346",-7
106/11/11,49.5,36.3,17.8,35.3,-5,"14,107",6
106/11/12,47.8,37.5,24.2,36.9,5,"14,353",2
106/11/14,43.6,28.1,17.1,29,-21,"21,414",49
106/11/15,45.3,26,15.9,27.8,-4,"16,196",-24
106/11/16,35.5,24.2,16.1,24.8,-11,"15,244",-6
106/11/17,33.9,26,17.3,25.8,4,"12,690",-17
106/11/18,39.9,30.4,20,30.2,17,"13,771",9
106/11/19,44.3,33.7,23.9,33.9,12,"14,237",3
106/11/21,44.1,36.9,26.1,36.2,7,"14,624",3
106/11/22,45.8,38.3,29,38,5,"12,433",-15
106/11/23,45.9,39.4,30.1,38.9,2,"10,714",-14
106/11/24,50.2,41.7,32.4,41.5,7,"10,997",3
106/11/25,51.1,41.8,31.4,41.6,0,"10,880",-1
106/11/26,51.7,44.4,31.9,43.4,4,"10,921",0
106/11/28,51.9,43.2,31,42.5,-2,"12,195",12
106/11/29,51.3,39.6,24.3,38.9,-8,"11,520",-6
106/11/30,49.8,33.9,17.6,33.8,-13,"10,975",-5
106/12/01,46,34.1,19.1,33.5,-1,"10,289",-6
106/12/02,45.4,37.1,26,36.5,9,"9,229",-10
106/12/03,48.2,39,27.7,38.6,6,"9,375",2
106/12/05,47.6,39.3,24.7,38,-2,"10,952",17
106/12/06,51.7,42.3,26.1,40.9,8,"7,566",-31
106/12/07,50,43.1,27.7,41.4,1,"6,085",-20
106/12/08,52.8,46.8,31.6,45,9,"5,671",-7
106/12/09,59.6,52.3,39.6,51.2,14,"5,394",-5
106/12/10,79.1,58.4,46.7,60.2,18,"5,653",5
106/12/12,86.6,64.4,49.9,65.9,9,"5,709",1
106/12/13,82.6,71.9,39.6,67.6,3,"5,437",-5
106/12/14,89,76.8,46.9,73.2,8,"4,211",-23
106/12/15,84.2,74.5,50.1,71.6,-2,"3,860",-8
106/12/16,86,75.2,54.9,73.3,2,"4,619",20
106/12/17,87.1,77.4,49,73.7,1,"5,071",10
106/12/19,87.9,79.8,63.8,78.2,6,"5,460",8
106/12/20,82.5,74.4,53.7,71.8,-8,"4,704",-14
106/12/21,86,72,45.5,69.5,-3,"4,182",-11
106/12/22,80.8,69.7,42.4,66.5,-4,"4,556",9
106/12/23,80,70.1,37.4,65.6,-1,"4,834",6
106/12/24,77.4,68.8,57.6,68.3,4,"5,460",13
106/12/26,80.3,71.3,54.4,69.7,2,"5,964",9
106/12/27,74.8,66.8,40.5,63.2,-9,"4,736",-21
106/12/28,78,66.8,46.2,64.9,3,"4,138",-13
106/12/29,74,61.7,39.4,59.7,-8,"4,572",10
106/12/30,70.1,58.5,34.8,56.1,-6,"5,588",22
106/12/31,67,50.5,25.9,48.9,-13,"7,431",33
107/01/02,65.7,49.1,32.1,49,0,"7,582",2
107/01/03,50,38.5,14.3,35.9,-27,"8,357",10
107/01/04,50,34.3,13,33.2,-8,"6,387",-24
107/01/05,40.9,34.1,20.8,32.8,-1,"5,847",-8
107/01/06,41.7,33.5,20.5,32.5,-1,"5,834",0
107/01/07,40.5,31.8,16,30.4,-6,"8,331",43
107/01/09,42.7,34.9,14.8,32.4,7,"8,606",3
107/01/10,48.1,38.3,26.8,38,17,"6,865",-20
107/01/11,49.7,38.3,20.1,36.9,-3,"5,311",-23
107/01/12,60.7,48.5,32.5,47.7,29,"4,399",-17
107/01/13,68.9,53.4,39.4,53.7,13,"4,262",-3
107/01/14,109.9,72.7,46.8,75,40,"3,637",-15
107/01/16,100.9,75.9,51.9,76.1,1,"3,885",7
107/01/17,99.7,64.5,40.4,66.7,-12,"3,228",-17
107/01/18,101.3,86.7,68.4,86,29,"2,848",-12
107/01/19,109.7,91.1,67.8,90.1,5,"2,762",-3
107/01/20,104.5,88.9,61.1,86.4,-4,"3,977",44
107/01/21,95.3,79.2,37.2,74,-14,"5,735",44
107/01/23,85.1,57.2,25.8,56.5,-24,"7,028",23
107/01/24,66.1,43.8,17.8,43.1,-24,"5,847",-17
107/01/25,60,33.3,13.7,34.7,-19,"5,681",-3
107/01/26,49.2,39.8,16.6,37,7,"4,408",-22
107/01/27,71.4,45.5,30.7,47.7,29,"3,654",-17
107/01/28,60.4,47.7,38.5,48.4,1,"4,792",31
107/01/30,60.7,56.8,36.9,53.6,11,"5,529",15
107/01/31,65.6,55.1,20.9,50.4,-6,"5,069",-8
107/02/01,60.3,52.3,29.3,49.3,-2,"4,352",-14
107/02/02,66,52.7,31.7,51.2,4,"4,111",-6
107/02/03,60.2,51.9,31.8,49.5,-3,"3,868",-6
107/02/04,62.4,54.9,30.4,51.5,4,"4,029",4
107/02/06,60.1,52.5,42.7,52.1,1,"4,240",5
107/02/07,63.6,54.5,31.9,51.8,-1,"3,454",-19
107/02/08,61.8,53.9,37.6,52.2,1,"3,881",12
107/02/09,77.7,61.5,45.1,61.5,18,"2,889",-26
107/02/10,80.1,58.1,42.2,59.3,-4,"4,145",43
107/02/11,95.4,67.1,34.7,66.3,12,"3,678",-11
107/02/12,106.5,69.9,58.3,74.9,13,"2,946",-20
107/02/13,110.4,79.3,25,74.7,0,"4,290",46
107/02/14,144.4,97.3,65.6,100.4,34,"5,178",21
107/02/15,134.6,90.7,86.6,98.7,-2,"5,898",14
107/02/21,75.8,47.2,29.6,49.4,-50,"5,381",-9
107/02/22,93.1,68.8,34.7,66.8,35,"4,710",-12
107/02/23,107.5,64.4,36,67.3,1,"6,686",42
107/02/27,81.8,53.6,14.9,51.5,-23,"7,761",16
107/02/28,77,61.3,28.6,57.9,12,"5,498",-29
107/03/01,66.9,49.2,23.6,47.6,-18,"4,846",-12
107/03/02,57.4,49.3,32.6,47.6,0,"5,125",6
107/03/03,52.7,39.5,19.6,38.1,-20,"7,462",46
107/03/04,45.9,37,15.3,34.5,-9,"8,379",12
107/03/08,40.5,30.7,13.2,29.1,-16,"12,331",47
107/03/09,45.3,26.1,13.4,27.4,-6,"9,919",-20
107/03/10,39.5,29.6,15.5,28.8,5,"7,241",-27
107/03/11,48,33.2,18,33.1,15,"6,130",-15
107/03/13,55.3,39.3,29.7,40.6,23,"5,971",-3
107/03/14,57.5,43.1,38.9,45.1,11,"4,184",-30
107/03/15,69.3,51.3,41.6,52.9,17,"3,154",-25
107/03/16,67.2,59,32.7,55.4,5,"3,888",23
107/03/17,69,59.8,43,58.3,5,"4,493",16
107/03/18,60.5,56.7,43.7,54.9,-6,"6,165",37
107/03/20,58.8,50.7,29.5,48.1,-12,"8,111",32
107/03/21,52.3,40.3,18.9,38.4,-20,"7,917",-2
107/03/22,42.3,36.6,22.7,34.9,-9,"6,258",-21
107/03/23,40.7,31.9,20.4,31.4,-10,"7,824",25
107/03/24,40.5,33.4,20.7,32.3,3,"7,828",0
107/03/25,41.5,33.2,20.5,32.3,0,"8,511",9
107/03/27,43.7,37.2,27.6,36.5,13,"7,858",-8
107/03/28,46.4,38.9,26.7,38,4,"5,972",-24
107/03/29,48.7,42.2,31.5,41.3,9,"5,425",-9
107/03/30,48.9,41.1,26.9,39.8,-4,"7,108",31
107/03/31,49.9,35.3,22.1,35.6,-11,"9,241",30
107/04/01,47.1,30,15.7,30.5,-14,"12,784",38
107/04/03,38.6,21.3,12.8,23,-25,"19,721",54
107/04/04,36.4,23.3,9.8,23.2,1,"15,757",-20
107/04/07,30.4,19.3,10.6,19.8,-15,"22,263",41
107/04/08,33.8,20.7,12.3,21.6,9,"15,125",-32
107/04/10,27.5,19.7,12.1,19.7,-9,"19,436",29
107/04/11,30.1,23.9,12.3,22.8,16,"10,569",-46
107/04/12,31.4,24.3,16.5,24.1,6,"8,612",-19
107/04/13,32.3,24.5,13.9,23.9,-1,"9,451",10
107/04/14,34.5,26.4,14.9,25.7,8,"11,024",17
107/04/15,33.4,23.2,12.4,23.1,-10,"16,067",46
107/04/17,32.3,20.4,12.1,21.1,-9,"23,519",46
107/04/18,31,20.4,11,20.6,-2,"17,476",-26
107/04/19,27.4,19.8,13.2,20,-3,"15,587",-11
107/04/20,27.6,19.5,13.5,19.9,-1,"14,196",-9
107/04/21,27.4,20.5,13,20.4,3,"13,957",-2
107/04/22,31,21.5,12.3,21.6,6,"15,280",9
107/04/24,29.4,21.1,12.2,21,-3,"18,857",23
107/04/25,31.8,21.4,12.9,21.8,4,"16,378",-13
107/04/26,29.7,19.8,12.7,20.3,-7,"16,974",4
107/04/27,28.8,19.6,12.1,19.9,-2,"17,011",0
107/04/28,28.9,19.9,12.5,20.2,2,"18,360",8
107/04/29,28.3,19.7,12,19.9,-1,"19,448",6
107/05/01,28,18.3,11.3,18.8,-6,"23,412",20
107/05/02,27.3,17.8,10.2,18.2,-3,"19,389",-17
107/05/03,26.1,17.1,10.3,17.5,-4,"17,672",-9
107/05/04,24.4,16.9,10.7,17.1,-2,"16,773",-5
107/05/05,25.9,17.7,10.8,17.9,5,"17,668",5
107/05/06,28.2,20.9,13.4,20.9,17,"18,337",4
107/05/08,25.2,19.1,12.1,18.9,-10,"25,976",42
107/05/09,29.2,20.5,13.3,20.8,10,"19,738",-24
107/05/10,25.5,18.1,12.3,18.4,-12,"21,051",7
107/05/11,26,15.7,8.9,16.4,-11,"24,904",18
107/05/12,25.1,17.5,10.9,17.7,8,"19,969",-20
107/05/13,24.2,15.4,6.9,15.4,-13,"24,161",21
107/05/15,24,15.7,10,16.2,5,"22,728",-6
107/05/16,23,15.9,10.5,16.2,0,"18,170",-20
107/05/17,22,15.1,8.8,15.2,-6,"18,651",3
107/05/18,22.5,14.7,8.5,15,-1,"17,158",-8
107/05/19,21.7,14.2,8,14.5,-3,"20,201",18
107/05/20,22.2,14.7,7.3,14.8,2,"23,399",16
107/05/22,22,15.7,9.5,15.7,6,"24,303",4
107/05/23,22.3,15.6,8.7,15.6,-1,"20,475",-16
107/05/24,23.3,16.9,9.2,16.6,6,"19,000",-7
107/05/25,21.3,15.8,9.7,15.7,-5,"19,086",0
107/05/26,23.6,16,8.3,16,2,"21,180",11
107/05/27,23,17.5,11.4,17.4,9,"19,778",-7
107/05/29,23.9,16.4,10.1,16.6,-5,"25,831",31
107/05/30,23.7,17.1,10.7,17.1,3,"18,926",-27
107/05/31,26.1,18.5,12.2,18.7,9,"16,888",-11
107/06/01,25.4,19.6,13,19.4,4,"17,039",1
107/06/02,27.9,20.8,14.8,21,8,"17,252",1
107/06/03,32.5,22.3,14.6,22.8,9,"19,223",11
107/06/05,30.3,23.9,16.9,23.8,4,"21,860",14
107/06/06,32.6,24.2,15.9,24.2,2,"18,317",-16
107/06/07,30.7,22.1,14.3,22.2,-8,"17,929",-2
107/06/08,30,22.1,13.4,22,-1,"16,874",-6
107/06/09,30.1,23.3,16.3,23.2,5,"17,224",2
107/06/10,28.9,21.1,12.6,21,-9,"22,897",33
107/06/12,31.1,24.1,14.5,23.6,12,"22,827",0
107/06/13,33.6,26.1,18.3,26,10,"15,331",-33
107/06/14,36.5,29.8,20.1,29.2,12,"15,832",3
107/06/15,37.8,31.5,22,30.9,6,"15,062",-5
107/06/16,42,33.8,24.7,33.6,9,"14,110",-6
107/06/17,39.7,32,21,31.3,-7,"19,168",36
107/06/18,42.2,32.7,19.1,31.9,2,"16,091",-16
107/06/21,38.5,29.6,17.9,29.1,-9,"21,319",32
107/06/22,40.5,32.6,17.2,31.1,7,"14,717",-31
107/06/23,58,39.3,27.4,40.7,31,"11,630",-21
107/06/24,71.8,49,34.7,50.7,25,"11,448",-2
107/06/26,61.7,52,36.3,50.8,0,"15,807",38
107/06/27,71.2,45.9,32.5,48.3,-5,"15,181",-4
107/06/28,59.4,37.6,21.4,38.7,-20,"16,118",6
107/06/29,54.4,34.4,22,35.9,-7,"15,989",-1
107/06/30,44.1,28.5,17.3,29.4,-18,"19,278",21
107/07/01,42.5,26.9,16.3,27.9,-5,"21,375",11
107/07/03,38.2,30.4,21.1,30.1,8,"26,534",24
107/07/04,36,28.8,19.8,28.4,-6,"19,749",-26
107/07/05,42.7,30.7,16.9,30.3,7,"17,842",-10
107/07/06,43.6,33.7,18,32.6,8,"15,703",-12
107/07/07,62,43.3,28,44,35,"13,937",-11
107/07/08,81.9,55.3,36.2,56.8,29,"13,500",-3
107/07/10,77.7,59.2,41.4,59.3,4,"20,381",51
107/07/11,83,58.9,33.3,58.6,-1,"10,454",-49
107/07/12,67.3,43.6,29.7,45.5,-22,"17,355",66
107/07/13,54.1,34.1,21.5,35.6,-22,"21,303",23
107/07/14,47,24.9,14.3,27.2,-24,"24,217",14
107/07/15,39.1,20.2,11.2,22.2,-18,"26,772",11
107/07/17,35,23.6,14.6,24.1,9,"25,214",-6
107/07/18,31.2,23.1,13.9,22.9,-5,"19,900",-21
107/07/19,32.8,25.8,16.4,25.3,10,"16,289",-18
107/07/20,32.6,25.6,16.6,25.2,0,"19,400",19
107/07/21,35.2,29.2,20,28.6,13,"19,430",0
107/07/22,33.6,26.7,19.4,26.6,-7,"26,134",35
107/07/24,31.6,19.8,12.7,20.8,-22,"39,042",49
107/07/25,31,16.9,9.8,18.3,-12,"28,759",-26
107/07/26,27.4,15.6,9.2,16.7,-9,"25,872",-10
107/07/27,25.3,16.2,10.9,16.9,1,"21,858",-16
107/07/28,25,17.6,11.2,17.8,5,"23,280",7
107/07/29,27.6,20.3,12.9,20.3,14,"20,916",-10
107/07/31,31,23,15.9,23.2,14,"22,261",6
107/08/01,29.7,24,16.5,23.7,2,"19,473",-13
107/08/02,31.5,23.3,15.5,23.4,-1,"21,314",9
107/08/03,30.1,22,14.8,22.2,-5,"22,781",7
107/08/04,29.2,21.6,14.1,21.6,-3,"23,791",4
107/08/05,28,20.8,11.8,20.5,-5,"25,938",9
107/08/07,27,17.5,10.4,18,-12,"32,767",26
107/08/08,25.5,17,10.5,17.4,-3,"23,936",-27
107/08/09,24.3,17.4,11.3,17.6,1,"20,600",-14
107/08/10,24.2,18.7,11,18.3,4,"19,511",-5
107/08/11,27.6,21.3,12.9,20.9,14,"18,676",-4
107/08/12,39.3,29.7,20.8,29.9,43,"16,487",-12
107/08/14,32.6,24.7,14.5,24.2,-19,"26,904",63
107/08/15,38.9,26.3,15.2,26.6,10,"20,578",-24
107/08/16,34.1,25.6,15.4,25.3,-5,"19,195",-7
107/08/17,31.8,25,14.2,24.2,-4,"20,265",6
107/08/18,34.3,26.5,15.4,25.8,7,"18,156",-10
107/08/19,42.9,33,21.9,32.8,27,"16,015",-12
107/08/21,35.4,28.8,19.3,28.2,-14,"23,348",46
107/08/22,42.6,29.4,17.4,29.6,5,"19,347",-17
107/08/23,36.6,29.4,17.6,28.5,-4,"19,332",0
107/08/24,50,38.2,26.5,38.2,34,"17,369",-10
107/08/25,82.8,56.7,33.9,57.4,50,"14,043",-19
107/08/28,86.1,59.1,39.7,60.6,6,"15,183",8
107/08/29,100.6,67.5,40.6,68.7,13,"12,389",-18
107/08/30,89.8,66.9,36,65.3,-5,"10,478",-15
107/08/31,83.7,61.1,34.1,60.2,-8,"11,540",10
107/09/01,84.6,61.4,33.1,60.3,0,"13,437",16
107/09/02,84.6,72.5,40.9,68.6,14,"13,932",4
107/09/04,78.4,62.3,37.8,60.6,-12,"17,493",26
107/09/05,86.1,61,34.5,60.7,0,"14,405",-18
107/09/06,78,63.5,38.8,61.5,1,"13,222",-8
107/09/07,72,55,35.8,54.6,-11,"14,460",9
107/09/08,66.5,54.8,36.7,53.5,-2,"17,481",21
107/09/09,67.1,52.8,34,51.9,-3,"19,788",13
107/09/11,65.1,53.1,37.3,52.3,1,"22,112",12
107/09/12,65.1,55.7,42.5,54.9,5,"15,196",-31
107/09/13,62.1,53.3,36.1,51.6,-6,"15,333",1
107/09/14,64.3,45,31.2,46.1,-11,"19,067",24
107/09/15,59,39.4,21.9,39.8,-14,"19,499",2
107/09/16,53.2,36.4,21.4,36.8,-8,"21,232",9
107/09/18,51.3,36.7,22.8,36.9,0,"23,576",11
107/09/19,45.8,35.3,24.5,35.3,-4,"16,439",-30
107/09/20,48.3,36.7,27.4,37.2,5,"15,090",-8
107/09/21,46.2,36.6,26.6,36.5,-2,"17,339",15
107/09/22,49,36.8,24.6,36.8,1,"20,611",19
107/09/23,48.5,39,28,38.7,5,"21,811",6
107/09/24,49,28.3,14.7,29.7,-23,"19,627",-10
107/09/27,31.3,21.4,15.5,22.2,-25,"34,212",74
107/09/28,37.1,22.2,14.6,23.7,7,"28,117",-18
107/09/29,32.3,21.9,14.9,22.6,-5,"28,494",1
107/09/30,30.8,23.2,17.1,23.5,4,"28,783",1
107/10/02,31.2,25.1,19.1,25.1,7,"29,798",4
107/10/03,36.9,30.6,23.8,30.5,22,"19,124",-36
107/10/04,48,36.4,26.3,36.7,20,"16,077",-16
107/10/05,49.4,38.3,28.6,38.6,5,"15,377",-4
107/10/06,52.6,45.1,33.5,44.3,15,"14,384",-6
107/10/07,51.6,44.3,32.2,43.4,-2,"16,317",13
107/10/09,52.5,34.2,22.9,35.6,-18,"22,364",37
107/10/10,49.4,26,16,28.7,-19,"19,335",-14
107/10/11,39.3,24,14.8,25.2,-12,"17,481",-10
107/10/12,32,21.1,12.9,21.6,-14,"16,681",-5
107/10/13,30.4,20.6,13.2,21.1,-2,"17,683",6
107/10/14,35.2,25.3,16.3,25.5,21,"17,060",-4
107/10/16,34.8,25.1,15.2,25.1,-2,"20,671",21
107/10/17,36.4,26,14.9,25.9,3,"17,124",-17
107/10/18,35.1,24.6,15.7,24.9,-4,"14,689",-14
107/10/19,35.2,25.4,15.8,25.4,2,"15,525",6
107/10/20,34.7,24.5,15.9,24.8,-2,"16,921",9
107/10/21,36.5,25.1,15.4,25.4,2,"18,784",11
107/10/23,35.7,22.7,13.4,23.5,-7,"24,166",29
107/10/24,33.4,22.5,12.7,22.7,-3,"17,302",-28
107/10/25,32.5,20.5,13.3,21.4,-6,"16,099",-7
107/10/26,31.2,18.7,10.9,19.6,-8,"16,517",3
107/10/27,29.8,20.4,11.7,20.6,5,"16,078",-3
107/10/28,28.8,20.3,11.5,20.2,-2,"17,938",12
107/10/30,32.7,22.8,13.5,22.9,13,"17,214",-4
107/10/31,33.3,24.8,16.2,24.8,8,"12,578",-27
107/11/01,34.4,26.3,17.1,26.1,5,"10,651",-15
107/11/02,36.8,27.7,17.8,27.5,5,"10,355",-3
107/11/03,39.5,29.3,19,29.3,7,"10,834",5
107/11/04,43.5,31.5,18.6,31.3,7,"12,081",12
107/11/06,40.6,29.8,16.3,29.2,-7,"14,541",20
107/11/07,43,28.3,13.3,28.3,-3,"12,482",-14
107/11/08,41.2,25.3,12.8,26,-8,"10,984",-12
107/11/09,37.8,24.3,10.3,24.2,-7,"10,002",-9
107/11/10,34.7,22.1,10.1,22.2,-8,"10,871",9
107/11/11,39.9,30,17.1,29.4,32,"10,129",-7
107/11/13,39.1,28.1,18.7,28.5,-3,"12,000",18
107/11/14,42,29.1,13.3,28.5,0,"10,232",-15
107/11/15,40.7,31.9,17.1,30.7,8,"7,663",-25
107/11/16,42.6,33.6,19.5,32.6,6,"6,946",-9
107/11/17,47.7,35.5,22,35.2,8,"7,605",9
107/11/18,43.4,34.6,19,33.2,-6,"8,747",15
107/11/20,45,36.3,21.3,35.1,6,"11,218",28
107/11/21,40,33.4,21.3,32.3,-8,"9,253",-18
107/11/22,44,30.2,18.5,30.6,-5,"8,781",-5
107/11/23,40.7,30.9,20,30.7,0,"7,651",-13
107/11/24,39.8,30.9,20.9,30.7,0,"7,586",-1
107/11/25,47.7,36.6,25.2,36.5,19,"7,162",-6
107/11/27,46.5,38.6,29,38.3,5,"8,271",15
107/11/28,49.2,40,22.7,38.4,0,"7,807",-6
107/11/29,50.1,43.6,29.2,42,9,"5,831",-25
107/11/30,51.4,42.2,30,41.6,-1,"5,518",-5
107/12/01,54,46.9,34.5,45.9,10,"5,756",4
107/12/02,62.6,49.8,36,49.6,8,"5,505",-4
107/12/04,55.6,48.7,29.7,46.3,-7,"7,279",32
107/12/05,63,48,28.2,47.1,2,"6,269",-14
107/12/06,56.2,45.3,31.4,44.7,-5,"5,341",-15
107/12/07,57.6,45.1,28.1,44.2,-1,"5,162",-3
107/12/08,55.4,44.1,33.1,44.2,0,"5,296",3
107/12/09,59,46,31.3,45.7,3,"6,014",14
107/12/11,56.7,45.7,31.8,45.1,-1,"6,761",12
107/12/12,53.9,44.8,28.3,43.4,-4,"6,276",-7
107/12/13,53.3,39.5,23.1,39,-10,"6,889",10
107/12/14,51.8,35,21.4,35.6,-9,"6,485",-6
107/12/15,49,36.5,19,35.5,0,"6,191",-5
107/12/16,47.9,40.5,24.4,38.7,9,"5,592",-10
107/12/18,53.4,46.4,32.2,44.9,16,"5,949",6
107/12/19,51.3,45.5,35.6,44.7,0,"5,187",-13
107/12/20,54.1,45.6,30.9,44.4,-1,"4,447",-14
107/12/21,53.2,44.7,24.5,42.3,-5,"4,381",-1
107/12/22,51.1,45.8,33.8,44.5,5,"4,612",5
107/12/23,52.1,48.2,34,46.1,4,"4,871",6
107/12/25,52.3,43.8,29.9,42.7,-7,"6,675",37
107/12/26,54.1,45.5,29.5,44,3,"5,570",-17
107/12/27,52,37.6,18.3,36.6,-17,"5,593",0
107/12/28,50.5,38.6,18.9,37.1,1,"5,088",-9
107/12/29,46.5,35.6,15.1,33.7,-9,"6,157",21
107/12/30,49.5,39.3,20.8,37.7,12,"6,003",-3
108/01/01,49.5,43.2,29.6,41.7,11,"6,080",1
108/01/02,49.6,42.8,32.2,42.1,1,"4,895",-19
108/01/03,51.4,42.9,28.7,41.8,-1,"5,146",5
108/01/04,51.5,43.1,28.6,41.9,0,"4,384",-15
108/01/05,56.8,41.1,23.9,40.8,-3,"5,260",20
108/01/06,54.8,42.7,23.7,41.3,1,"6,022",14
108/01/08,58,44.6,24.2,43.2,5,"6,383",6
108/01/09,56,42.2,24.6,41.4,-4,"5,398",-15
108/01/10,50.5,38.2,19.5,36.9,-11,"5,503",2
108/01/11,46.2,34,17.4,33.1,-10,"5,932",8
108/01/12,50,35.8,19.3,35.3,7,"5,046",-15
108/01/13,44.3,36.3,22.9,35.2,0,"5,153",2
108/01/15,45.2,36.6,24.4,35.9,2,"7,035",37
108/01/16,46.1,36.7,24,36,0,"5,187",-26
108/01/17,43.3,36.7,25.4,35.8,-1,"4,693",-10
108/01/18,43.8,34.8,25.2,34.7,-3,"4,901",4
108/01/19,48.1,35.8,22,35.5,2,"5,722",17
108/01/20,46.3,38.2,22.1,36.6,3,"5,930",4
108/01/22,48.5,40.6,29.9,40,9,"5,190",-12
108/01/23,53.3,41.8,27.4,41.2,3,"4,227",-19
