日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
109/03/06,109 台北一,LA1 甘藍 初秋 ,11.6,7,5,7.6,-3,"180,034",-6
109/03/07,109 台北一,LA1 甘藍 初秋 ,11.6,7.3,5,7.7,1,"219,703",22
109/03/08,109 台北一,LA1 甘藍 初秋 ,10.7,7.6,5.2,7.8,1,"189,266",-14
109/03/10,109 台北一,LA1 甘藍 初秋 ,11.2,6.9,5,7.4,-5,"204,334",8
109/03/11,109 台北一,LA1 甘藍 初秋 ,11,7.8,6.2,8.1,9,"124,276",-39
109/03/12,109 台北一,LA1 甘藍 初秋 ,11.1,7.1,5.2,7.5,-7,"177,406",43
109/03/13,109 台北一,LA1 甘藍 初秋 ,10.6,7,5.6,7.5,0,"203,163",15
109/03/14,109 台北一,LA1 甘藍 初秋 ,11.5,6.6,5,7.3,-3,"198,348",-2
109/03/15,109 台北一,LA1 甘藍 初秋 ,13,8.1,5.6,8.6,18,"141,076",-29
109/03/17,109 台北一,LA1 甘藍 初秋 ,13.4,8.2,5.8,8.7,1,"186,944",33
109/03/18,109 台北一,LA1 甘藍 初秋 ,12.5,8.2,6.2,8.6,-1,"186,345",0
109/03/19,109 台北一,LA1 甘藍 初秋 ,12.4,8.2,6.3,8.7,1,"168,225",-10
109/03/20,109 台北一,LA1 甘藍 初秋 ,13.1,8.1,6.2,8.7,0,"171,886",2
109/03/21,109 台北一,LA1 甘藍 初秋 ,14,8.9,6.2,9.4,8,"196,355",14
109/03/22,109 台北一,LA1 甘藍 初秋 ,12.5,8.2,6.4,8.7,-7,"236,190",20
109/03/24,109 台北一,LA1 甘藍 初秋 ,12.3,9.2,7.1,9.4,8,"192,924",-18
109/03/25,109 台北一,LA1 甘藍 初秋 ,12.3,9.2,7,9.4,0,"184,891",-4
109/03/26,109 台北一,LA1 甘藍 初秋 ,11.8,8,6.4,8.4,-11,"194,613",5
109/03/27,109 台北一,LA1 甘藍 初秋 ,10.3,7.4,6.2,7.7,-8,"207,330",7
109/03/28,109 台北一,LA1 甘藍 初秋 ,10.6,7.8,6.8,7.7,0,"205,231",-1
109/03/29,109 台北一,LA1 甘藍 初秋 ,12.2,8.1,6.6,7.8,1,"190,289",-7
109/03/31,109 台北一,LA1 甘藍 初秋 ,11,7.2,5.9,7.7,-1,"211,057",11
109/04/01,109 台北一,LA1 甘藍 初秋 ,11.9,8.2,6.2,8.5,10,"184,991",-12
109/04/02,109 台北一,LA1 甘藍 初秋 ,14.5,11,8.1,11.1,31,"148,414",-20
109/04/03,109 台北一,LA1 甘藍 初秋 ,17.2,14.3,9,13.8,24,"181,925",23
109/04/04,109 台北一,LA1 甘藍 初秋 ,13.1,8.8,6.5,9.2,-33,"164,891",-9
109/04/07,109 台北一,LA1 甘藍 初秋 ,14.3,11.1,7.1,10.9,18,"193,838",18
109/04/08,109 台北一,LA1 甘藍 初秋 ,15.4,12,7.9,11.9,9,"144,564",-25
109/04/09,109 台北一,LA1 甘藍 初秋 ,14.1,9.1,5.6,9.4,-21,"194,636",35
109/04/10,109 台北一,LA1 甘藍 初秋 ,13.1,9.2,5.9,9.3,-1,"168,365",-13
109/04/11,109 台北一,LA1 甘藍 初秋 ,14.7,9.5,7,9.6,3,"179,878",7
109/04/12,109 台北一,LA1 甘藍 初秋 ,13.5,9.5,6.9,9.4,-2,"181,016",1
109/04/14,109 台北一,LA1 甘藍 初秋 ,15.6,12,7.7,11.9,27,"145,687",-20
109/04/15,109 台北一,LA1 甘藍 初秋 ,14.5,10.5,7.7,10.7,-10,"177,455",22
109/04/16,109 台北一,LA1 甘藍 初秋 ,13.6,10.3,6.7,10.2,-5,"170,297",-4
109/04/17,109 台北一,LA1 甘藍 初秋 ,13.7,10.8,7.7,10.8,6,"138,276",-19
109/04/18,109 台北一,LA1 甘藍 初秋 ,14.4,10.8,7.5,10.9,1,"156,728",13
109/04/19,109 台北一,LA1 甘藍 初秋 ,14.3,10.7,7.3,10.8,-1,"156,710",0
109/04/21,109 台北一,LA1 甘藍 初秋 ,12.6,9.3,5.7,9.2,-15,"201,015",28
109/04/22,109 台北一,LA1 甘藍 初秋 ,15.2,11.6,8.1,11.6,26,"120,346",-40
109/04/23,109 台北一,LA1 甘藍 初秋 ,15.5,12,9.3,12.2,5,"116,925",-3
109/04/24,109 台北一,LA1 甘藍 初秋 ,16.6,13.8,10.5,13.7,12,"127,155",9
109/04/25,109 台北一,LA1 甘藍 初秋 ,16.9,14.3,9.8,13.9,1,"146,881",16
109/04/26,109 台北一,LA1 甘藍 初秋 ,16.2,11.9,7.9,12,-14,"183,927",25
109/04/28,109 台北一,LA1 甘藍 初秋 ,15.4,11.7,7.4,11.6,-3,"187,163",2
109/04/29,109 台北一,LA1 甘藍 初秋 ,15.2,11,7.2,11.1,-4,"158,052",-16
109/04/30,109 台北一,LA1 甘藍 初秋 ,15.1,10.9,6.4,10.7,-4,"147,207",-7
109/05/01,109 台北一,LA1 甘藍 初秋 ,15.6,11.4,6.8,11.3,6,"138,689",-6
109/05/02,109 台北一,LA1 甘藍 初秋 ,16.8,14.4,9.5,13.9,23,"128,102",-8
109/05/03,109 台北一,LA1 甘藍 初秋 ,17.6,14.8,10.3,14.5,4,"137,062",7
109/05/05,109 台北一,LA1 甘藍 初秋 ,14.9,10.7,6.4,10.7,-26,"202,266",48
109/05/06,109 台北一,LA1 甘藍 初秋 ,14.6,10.6,6.3,10.6,-1,"148,185",-27
109/05/07,109 台北一,LA1 甘藍 初秋 ,14.8,12.6,8.6,12.3,16,"106,530",-28
109/05/08,109 台北一,LA1 甘藍 初秋 ,15,11.8,7.6,11.6,-6,"139,456",31
109/05/09,109 台北一,LA1 甘藍 初秋 ,15.1,11.4,6.7,11.2,-3,"164,438",18
109/05/10,109 台北一,LA1 甘藍 初秋 ,15.2,11.7,6.7,11.4,2,"155,032",-6
109/05/12,109 台北一,LA1 甘藍 初秋 ,16.2,12.9,7,12.4,9,"142,481",-8
109/05/13,109 台北一,LA1 甘藍 初秋 ,16,13.7,9.6,13.4,8,"130,893",-8
109/05/14,109 台北一,LA1 甘藍 初秋 ,17.4,14.7,10.9,14.5,8,"140,143",7
109/05/15,109 台北一,LA1 甘藍 初秋 ,18.7,14.6,11,14.7,1,"152,475",9
109/05/16,109 台北一,LA1 甘藍 初秋 ,18.5,15.1,10.8,14.9,1,"164,298",8
109/05/17,109 台北一,LA1 甘藍 初秋 ,18.5,14.3,11,14.5,-3,"171,272",4
109/05/19,109 台北一,LA1 甘藍 初秋 ,17.9,15.1,10.8,14.8,2,"185,647",8
109/05/20,109 台北一,LA1 甘藍 初秋 ,18.6,16,13.1,15.9,7,"144,488",-22
109/05/21,109 台北一,LA1 甘藍 初秋 ,18.3,14.9,11,14.8,-7,"155,800",8
109/05/22,109 台北一,LA1 甘藍 初秋 ,19.5,15.9,10.7,15.6,5,"153,547",-1
109/05/23,109 台北一,LA1 甘藍 初秋 ,20.2,16.5,12.2,16.4,5,"148,661",-3
109/05/24,109 台北一,LA1 甘藍 初秋 ,23.1,17.9,12.3,17.8,9,"147,265",-1
109/05/26,109 台北一,LA1 甘藍 初秋 ,26.1,18.4,12.4,18.7,5,"177,459",21
109/05/27,109 台北一,LA1 甘藍 初秋 ,25.7,16.3,8.7,16.7,-11,"172,209",-3
109/05/28,109 台北一,LA1 甘藍 初秋 ,22.1,15.9,10.9,16.2,-3,"139,310",-19
109/05/29,109 台北一,LA1 甘藍 初秋 ,22.8,18,12.1,17.8,10,"135,844",-2
109/05/30,109 台北一,LA1 甘藍 初秋 ,26.3,18.2,11.5,18.5,4,"183,403",35
109/05/31,109 台北一,LA1 甘藍 初秋 ,25.1,18.7,12.1,18.7,1,"206,018",12
109/06/02,109 台北一,LA1 甘藍 初秋 ,22.7,17.3,12.1,17.4,-7,"226,374",10
109/06/03,109 台北一,LA1 甘藍 初秋 ,23.4,16.7,9.4,16.6,-5,"181,927",-20
109/06/04,109 台北一,LA1 甘藍 初秋 ,21.7,14.7,8.2,14.8,-11,"187,080",3
109/06/05,109 台北一,LA1 甘藍 初秋 ,20.9,15.5,11,15.7,6,"153,694",-18
109/06/06,109 台北一,LA1 甘藍 初秋 ,20.9,15.1,9,15.1,-4,"192,696",25
109/06/07,109 台北一,LA1 甘藍 初秋 ,22.4,16.5,9.3,16.2,7,"163,655",-15
109/06/09,109 台北一,LA1 甘藍 初秋 ,25.9,20.9,12.8,20.3,25,"130,241",-20
109/06/10,109 台北一,LA1 甘藍 初秋 ,25.3,20.9,12.9,20.2,0,"130,421",0
109/06/11,109 台北一,LA1 甘藍 初秋 ,23.3,18.4,9,17.5,-13,"174,454",34
109/06/12,109 台北一,LA1 甘藍 初秋 ,23.9,18.5,10.9,18,3,"148,541",-15
109/06/13,109 台北一,LA1 甘藍 初秋 ,31,25.6,17,24.9,38,"130,565",-12
109/06/14,109 台北一,LA1 甘藍 初秋 ,32.3,26.3,15.1,25.3,2,"134,238",3
109/06/16,109 台北一,LA1 甘藍 初秋 ,33.6,29.9,20.2,28.7,13,"133,797",0
109/06/17,109 台北一,LA1 甘藍 初秋 ,31.6,26.5,18.8,26,-9,"133,121",-1
109/06/18,109 台北一,LA1 甘藍 初秋 ,34.7,28.8,21.9,28.6,10,"90,259",-32
109/06/19,109 台北一,LA1 甘藍 初秋 ,33.9,30,24.2,29.7,4,"92,998",3
109/06/20,109 台北一,LA1 甘藍 初秋 ,35.9,29.8,19.8,29,-2,"88,990",-4
109/06/21,109 台北一,LA1 甘藍 初秋 ,35.9,29.3,21.4,29,0,"95,016",7
109/06/23,109 台北一,LA1 甘藍 初秋 ,41.6,36.8,28.8,36.1,24,"79,178",-17
109/06/24,109 台北一,LA1 甘藍 初秋 ,42.7,40.3,31,38.9,8,"81,076",2
109/06/25,109 台北一,LA1 甘藍 初秋 ,48.5,41.8,26.2,40,3,"96,429",19
109/06/28,109 台北一,LA1 甘藍 初秋 ,45,39.1,26.4,37.7,-6,"96,224",0
109/06/30,109 台北一,LA1 甘藍 初秋 ,39.7,32.8,21.8,32,-15,"114,645",19
109/07/01,109 台北一,LA1 甘藍 初秋 ,36.5,31.3,25.2,31.1,-3,"98,243",-14
109/07/02,109 台北一,LA1 甘藍 初秋 ,37.8,33.5,26.4,32.9,6,"65,368",-33
109/07/03,109 台北一,LA1 甘藍 初秋 ,37.5,32.5,27.2,32.4,-2,"111,506",71
109/07/04,109 台北一,LA1 甘藍 初秋 ,31,24.7,18,24.6,-24,"176,813",59
109/07/05,109 台北一,LA1 甘藍 初秋 ,34.6,28.3,21.3,28.2,15,"111,248",-37
109/07/07,109 台北一,LA1 甘藍 初秋 ,35.5,28.8,18.3,28,-1,"123,504",11
109/07/08,109 台北一,LA1 甘藍 初秋 ,33.1,27,17.7,26.4,-6,"117,778",-5
109/07/09,109 台北一,LA1 甘藍 初秋 ,31.2,22.6,15.8,23,-13,"109,862",-7
109/07/10,109 台北一,LA1 甘藍 初秋 ,32.3,24.4,15.9,24.3,6,"96,489",-12
109/07/11,109 台北一,LA1 甘藍 初秋 ,33.1,27.8,19,27.1,12,"89,504",-7
109/07/12,109 台北一,LA1 甘藍 初秋 ,32.3,25.9,17,25.4,-6,"113,562",27
109/07/14,109 台北一,LA1 甘藍 初秋 ,32,24.2,17.9,24.5,-4,"127,361",12
109/07/15,109 台北一,LA1 甘藍 初秋 ,31.8,25.8,18.5,25.5,4,"119,386",-6
109/07/17,109 台北一,LA1 甘藍 初秋 ,28.6,21.9,15.5,22,-14,"142,078",19
109/07/18,109 台北一,LA1 甘藍 初秋 ,27.7,21,14.8,21.1,-4,"141,645",0
109/07/19,109 台北一,LA1 甘藍 初秋 ,28.4,20.5,14.9,21,0,"130,203",-8
109/07/21,109 台北一,LA1 甘藍 初秋 ,27.1,21.7,19,22.2,6,"103,685",-20
109/07/22,109 台北一,LA1 甘藍 初秋 ,29.5,25.3,22.4,25.6,15,"77,624",-25
109/07/23,109 台北一,LA1 甘藍 初秋 ,29.7,24.6,20.2,24.7,-4,"96,697",25
109/07/24,109 台北一,LA1 甘藍 初秋 ,30.2,26.6,23.1,26.6,8,"97,581",1
109/07/25,109 台北一,LA1 甘藍 初秋 ,30.1,22.4,17.1,22.9,-14,"109,642",12
109/07/26,109 台北一,LA1 甘藍 初秋 ,31.9,25.4,19.4,25.5,11,"93,994",-14
109/07/28,109 台北一,LA1 甘藍 初秋 ,32.8,26.4,18.9,26.2,3,"98,430",5
109/07/29,109 台北一,LA1 甘藍 初秋 ,30.9,23.4,16.3,23.5,-10,"102,896",5
109/07/30,109 台北一,LA1 甘藍 初秋 ,30.2,22.9,16.8,23.2,-1,"92,631",-10
109/07/31,109 台北一,LA1 甘藍 初秋 ,33.5,27.6,17.1,26.7,15,"79,207",-14
109/08/01,109 台北一,LA1 甘藍 初秋 ,31.6,23.8,14.9,23.6,-12,"109,748",39
109/08/02,109 台北一,LA1 甘藍 初秋 ,34.8,28,14.6,26.7,13,"87,714",-20
109/08/04,109 台北一,LA1 甘藍 初秋 ,34.5,29.2,21.7,28.7,7,"77,750",-11
109/08/05,109 台北一,LA1 甘藍 初秋 ,37.8,33.5,27.6,33.2,16,"52,788",-32
109/08/06,109 台北一,LA1 甘藍 初秋 ,35.6,31,20.8,29.9,-10,"81,422",54
109/08/07,109 台北一,LA1 甘藍 初秋 ,36.9,32.2,20,30.7,3,"62,033",-24
109/08/08,109 台北一,LA1 甘藍 初秋 ,36.7,27.9,17.8,27.6,-10,"74,418",20
109/08/09,109 台北一,LA1 甘藍 初秋 ,39.4,31.9,22.9,31.6,14,"62,979",-15
109/08/11,109 台北一,LA1 甘藍 初秋 ,44.4,38.4,29.4,37.8,20,"53,156",-16
109/08/12,109 台北一,LA1 甘藍 初秋 ,42.3,35.9,25.2,35,-7,"68,743",29
109/08/14,109 台北一,LA1 甘藍 初秋 ,42.6,31.2,20.3,31.3,-11,"74,322",8
109/08/15,109 台北一,LA1 甘藍 初秋 ,41.3,31,17.6,30.4,-3,"66,757",-10
109/08/16,109 台北一,LA1 甘藍 初秋 ,40.7,32.4,17.4,31.1,2,"67,782",2
109/08/18,109 台北一,LA1 甘藍 初秋 ,43.1,33,21.4,32.7,5,"53,339",-21
109/08/19,109 台北一,LA1 甘藍 初秋 ,41.9,35.1,19.9,33.5,2,"53,531",0
109/08/20,109 台北一,LA1 甘藍 初秋 ,39.7,31.4,21.4,31,-7,"52,886",-1
109/08/21,109 台北一,LA1 甘藍 初秋 ,46.4,35.6,24.1,35.4,14,"37,802",-29
109/08/22,109 台北一,LA1 甘藍 初秋 ,49.7,37.2,23,36.9,4,"42,120",11
109/08/23,109 台北一,LA1 甘藍 初秋 ,50.8,40.1,23.5,38.9,5,"32,429",-23
109/08/25,109 台北一,LA1 甘藍 初秋 ,51.7,44.1,23.6,41.5,7,"33,581",4
109/08/26,109 台北一,LA1 甘藍 初秋 ,51.2,37.2,16.3,35.8,-14,"35,353",5
109/08/27,109 台北一,LA1 甘藍 初秋 ,49.9,37.5,13.5,35.2,-2,"36,685",4
109/08/28,109 台北一,LA1 甘藍 初秋 ,47.8,30.3,14,30.5,-13,"44,152",20
109/08/29,109 台北一,LA1 甘藍 初秋 ,50.3,34,17.2,33.9,11,"40,222",-9
109/08/30,109 台北一,LA1 甘藍 初秋 ,48.7,29.1,16.8,30.6,-10,"46,187",15
109/09/01,109 台北一,LA1 甘藍 初秋 ,50.7,39.7,29.5,39.9,30,"43,833",-5
109/09/02,109 台北一,LA1 甘藍 初秋 ,60.3,48.8,40.4,49.4,24,"30,084",-31
109/09/05,109 台北一,LA1 甘藍 初秋 ,50.9,38,17,36.4,-26,"36,054",20
109/09/06,109 台北一,LA1 甘藍 初秋 ,43.3,30.4,14.3,29.7,-18,"48,779",35
109/09/08,109 台北一,LA1 甘藍 初秋 ,39.3,30.7,22.1,30.7,3,"42,861",-12
109/09/09,109 台北一,LA1 甘藍 初秋 ,41.5,31.5,23.5,31.9,4,"29,874",-30
109/09/10,109 台北一,LA1 甘藍 初秋 ,47.7,36.2,24.5,36.2,13,"25,345",-15
109/09/11,109 台北一,LA1 甘藍 初秋 ,47.3,32.7,12.4,31.5,-13,"29,508",16
109/09/12,109 台北一,LA1 甘藍 初秋 ,46.4,35.3,24.3,35.3,12,"39,902",35
109/09/13,109 台北一,LA1 甘藍 初秋 ,43.6,32,18.9,31.7,-10,"47,107",18
109/09/15,109 台北一,LA1 甘藍 初秋 ,38.7,27.2,14.4,26.9,-15,"53,170",13
109/09/16,109 台北一,LA1 甘藍 初秋 ,34,25.3,12.8,24.6,-9,"48,188",-9
109/09/17,109 台北一,LA1 甘藍 初秋 ,42.2,36,17.3,33.5,36,"22,645",-53
109/09/18,109 台北一,LA1 甘藍 初秋 ,40.6,32.4,19.5,31.5,-6,"28,248",25
109/09/19,109 台北一,LA1 甘藍 初秋 ,40,31.5,16.5,30.2,-4,"41,195",46
109/09/20,109 台北一,LA1 甘藍 初秋 ,39,32.3,16.1,30.4,1,"42,265",3
109/09/22,109 台北一,LA1 甘藍 初秋 ,37.9,31.1,22,30.6,1,"46,678",10
109/09/23,109 台北一,LA1 甘藍 初秋 ,36.7,26.9,16.9,26.8,-12,"56,371",21
109/09/25,109 台北一,LA1 甘藍 初秋 ,38.3,28.3,17,28,4,"59,332",5
109/09/26,109 台北一,LA1 甘藍 初秋 ,41.2,27.8,12.5,27.4,-2,"55,575",-6
109/09/27,109 台北一,LA1 甘藍 初秋 ,44.6,37.9,26.8,37,35,"32,252",-42
109/09/29,109 台北一,LA1 甘藍 初秋 ,40.2,32.3,14.1,30.2,-18,"53,188",65
109/09/30,109 台北一,LA1 甘藍 初秋 ,38.5,29.3,13.8,28,-7,"51,936",-2
109/10/01,109 台北一,LA1 甘藍 初秋 ,40.3,33.7,20.3,32.3,15,"53,794",4
109/10/04,109 台北一,LA1 甘藍 初秋 ,40.6,36.6,27.9,35.7,11,"52,764",-2
109/10/06,109 台北一,LA1 甘藍 初秋 ,37.1,32.6,23.7,31.7,-11,"65,018",23
109/10/07,109 台北一,LA1 甘藍 初秋 ,37.6,29.9,20.4,29.5,-7,"62,637",-4
109/10/08,109 台北一,LA1 甘藍 初秋 ,36.1,29.9,19.3,29,-2,"59,490",-5
109/10/09,109 台北一,LA1 甘藍 初秋 ,39,32.8,19,31.3,8,"48,792",-18
109/10/10,109 台北一,LA1 甘藍 初秋 ,41.5,33.6,25.2,33.5,7,"54,356",11
109/10/11,109 台北一,LA1 甘藍 初秋 ,41.8,35,28.3,35,4,"72,099",33
109/10/13,109 台北一,LA1 甘藍 初秋 ,40.8,33.7,25.9,33.6,-4,"76,229",6
109/10/14,109 台北一,LA1 甘藍 初秋 ,35,29,17.6,27.9,-17,"77,579",2
109/10/15,109 台北一,LA1 甘藍 初秋 ,37.1,33.3,27.3,32.9,18,"50,553",-35
109/10/16,109 台北一,LA1 甘藍 初秋 ,44.3,38.6,21.5,36.3,10,"38,467",-24
109/10/17,109 台北一,LA1 甘藍 初秋 ,50.5,42.6,25.6,40.7,12,"34,986",-9
109/10/18,109 台北一,LA1 甘藍 初秋 ,55,39.4,25.2,39.6,-3,"40,251",15
109/10/20,109 台北一,LA1 甘藍 初秋 ,47.4,40.3,27,39.1,-1,"40,649",1
109/10/21,109 台北一,LA1 甘藍 初秋 ,46.2,39.4,24,37.7,-4,"41,904",3
109/10/22,109 台北一,LA1 甘藍 初秋 ,45.3,40,25.5,38.1,1,"37,450",-11
109/10/23,109 台北一,LA1 甘藍 初秋 ,45.8,39.2,24.2,37.5,-2,"40,901",9
109/10/24,109 台北一,LA1 甘藍 初秋 ,54.6,45,26.5,43.2,15,"36,723",-10
109/10/25,109 台北一,LA1 甘藍 初秋 ,53.4,39,20.7,38.2,-12,"55,615",51
109/10/27,109 台北一,LA1 甘藍 初秋 ,46.6,33.4,19.9,33.4,-13,"75,772",36
109/10/28,109 台北一,LA1 甘藍 初秋 ,43.3,29.3,17.9,29.8,-11,"71,873",-5
109/10/29,109 台北一,LA1 甘藍 初秋 ,41.9,32,19.5,31.5,6,"45,996",-36
109/10/30,109 台北一,LA1 甘藍 初秋 ,44.4,37.8,24.6,36.5,16,"43,001",-7
109/10/31,109 台北一,LA1 甘藍 初秋 ,47.3,30.7,17.6,31.4,-14,"70,443",64
109/11/01,109 台北一,LA1 甘藍 初秋 ,50.5,33.2,13.8,32.8,4,"55,700",-21
109/11/03,109 台北一,LA1 甘藍 初秋 ,44.7,31.2,17.4,31.2,-5,"72,394",30
109/11/04,109 台北一,LA1 甘藍 初秋 ,40.5,29.8,18.4,29.6,-5,"75,974",5
109/11/05,109 台北一,LA1 甘藍 初秋 ,43.5,31.3,20.7,31.6,7,"62,672",-18
109/11/06,109 台北一,LA1 甘藍 初秋 ,44.6,28,15.9,28.9,-9,"81,563",30
109/11/07,109 台北一,LA1 甘藍 初秋 ,42.9,29,19.2,29.8,3,"103,228",27
109/11/08,109 台北一,LA1 甘藍 初秋 ,43.7,28.4,18.2,29.4,-1,"109,681",6
109/11/10,109 台北一,LA1 甘藍 初秋 ,43,25.2,15.1,26.7,-9,"139,543",27
109/11/11,109 台北一,LA1 甘藍 初秋 ,45.5,31,19.9,31.7,19,"105,308",-25
109/11/13,109 台北一,LA1 甘藍 初秋 ,42.1,24.1,15.7,26,-18,"158,392",50
109/11/14,109 台北一,LA1 甘藍 初秋 ,42.1,25.8,16.1,27.2,5,"133,068",-16
109/11/15,109 台北一,LA1 甘藍 初秋 ,36.8,19.8,9.1,21,-23,"179,402",35
109/11/17,109 台北一,LA1 甘藍 初秋 ,28.9,16,8.6,17.1,-19,"210,102",17
109/11/18,109 台北一,LA1 甘藍 初秋 ,31,15.9,9.5,17.6,3,"145,544",-31
109/11/19,109 台北一,LA1 甘藍 初秋 ,27.3,15.4,7.9,16.3,-7,"146,356",1
109/11/20,109 台北一,LA1 甘藍 初秋 ,27.9,14.1,7.4,15.5,-5,"154,097",5
109/11/21,109 台北一,LA1 甘藍 初秋 ,26.7,14.5,7,15.4,-1,"202,764",32
109/11/22,109 台北一,LA1 甘藍 初秋 ,26.6,14.4,7.8,15.5,1,"185,620",-8
109/11/24,109 台北一,LA1 甘藍 初秋 ,32.3,16.2,10.9,18.3,18,"163,302",-12
109/11/25,109 台北一,LA1 甘藍 初秋 ,28.6,14.7,9.5,16.4,-10,"155,055",-5
109/11/26,109 台北一,LA1 甘藍 初秋 ,25.3,13.1,6.3,14.2,-13,"162,767",5
109/11/27,109 台北一,LA1 甘藍 初秋 ,27.5,15.3,7.2,16.1,13,"144,483",-11
109/11/28,109 台北一,LA1 甘藍 初秋 ,28.5,16.6,10.2,17.7,10,"165,343",14
109/11/29,109 台北一,LA1 甘藍 初秋 ,27.4,17.6,11.6,18.4,4,"148,920",-10
109/12/01,109 台北一,LA1 甘藍 初秋 ,27,15.7,7.9,16.4,-11,"195,116",31
109/12/02,109 台北一,LA1 甘藍 初秋 ,24.1,15.6,7.9,15.8,-4,"162,587",-17
109/12/03,109 台北一,LA1 甘藍 初秋 ,24.4,16.2,9.3,16.5,4,"152,411",-6
109/12/04,109 台北一,LA1 甘藍 初秋 ,22.9,16.6,10.4,16.6,1,"165,884",9
109/12/05,109 台北一,LA1 甘藍 初秋 ,26.1,16.6,9.6,17.1,3,"181,937",10
109/12/06,109 台北一,LA1 甘藍 初秋 ,28,19.1,13.5,19.8,16,"158,336",-13
109/12/08,109 台北一,LA1 甘藍 初秋 ,25,18.9,11.4,18.6,-6,"178,903",13
109/12/09,109 台北一,LA1 甘藍 初秋 ,21.6,16.4,8.9,16,-14,"192,908",8
109/12/10,109 台北一,LA1 甘藍 初秋 ,22.9,18.5,10.3,17.8,11,"122,943",-36
109/12/11,109 台北一,LA1 甘藍 初秋 ,22.7,17.7,11.9,17.6,-1,"167,529",36
109/12/12,109 台北一,LA1 甘藍 初秋 ,23.4,18.3,12.7,18.2,3,"160,413",-4
109/12/13,109 台北一,LA1 甘藍 初秋 ,25.7,19,11.6,18.8,3,"183,094",14
109/12/15,109 台北一,LA1 甘藍 初秋 ,27.1,20.4,13.4,20.3,8,"152,377",-17
109/12/16,109 台北一,LA1 甘藍 初秋 ,26.2,20.7,14.8,20.6,1,"153,927",1
109/12/17,109 台北一,LA1 甘藍 初秋 ,27.2,20.2,14.1,20.4,-1,"176,362",15
109/12/18,109 台北一,LA1 甘藍 初秋 ,30.6,21.3,14.6,21.8,7,"137,522",-22
109/12/19,109 台北一,LA1 甘藍 初秋 ,34.1,25.1,15.6,25,15,"147,365",7
109/12/20,109 台北一,LA1 甘藍 初秋 ,35.7,28.1,19.1,27.8,11,"151,156",3
109/12/22,109 台北一,LA1 甘藍 初秋 ,34.7,27.8,19.6,27.6,-1,"161,885",7
109/12/23,109 台北一,LA1 甘藍 初秋 ,31.9,25.2,17.5,25,-9,"171,104",6
109/12/24,109 台北一,LA1 甘藍 初秋 ,30.7,24.4,16.3,24,-4,"153,996",-10
109/12/25,109 台北一,LA1 甘藍 初秋 ,31.3,26,19.2,25.7,7,"144,969",-6
109/12/26,109 台北一,LA1 甘藍 初秋 ,31.1,25.3,14.9,24.4,-5,"163,218",13
109/12/27,109 台北一,LA1 甘藍 初秋 ,32.3,24.8,16.7,24.7,1,"154,663",-5
109/12/29,109 台北一,LA1 甘藍 初秋 ,32,26.2,15.3,25.2,2,"171,005",11
109/12/30,109 台北一,LA1 甘藍 初秋 ,31.4,24.8,15.6,24.3,-4,"164,606",-4
109/12/31,109 台北一,LA1 甘藍 初秋 ,36,27.7,18.6,27.5,13,"149,853",-9
110/01/01,109 台北一,LA1 甘藍 初秋 ,35.1,27.5,18.4,27.2,-1,"189,266",26
110/01/02,109 台北一,LA1 甘藍 初秋 ,33.4,26,14.2,25.1,-8,"210,707",11
110/01/03,109 台北一,LA1 甘藍 初秋 ,34.9,28.3,19.8,27.9,11,"161,135",-24
110/01/05,109 台北一,LA1 甘藍 初秋 ,31.4,23.4,17,23.7,-15,"225,537",40
110/01/06,109 台北一,LA1 甘藍 初秋 ,33.6,26.2,19.1,26.3,11,"177,858",-21
110/01/07,109 台北一,LA1 甘藍 初秋 ,36.8,28.3,21.6,28.7,9,"142,250",-20
110/01/08,109 台北一,LA1 甘藍 初秋 ,35.8,28.1,23.2,28.7,0,"160,828",13
110/01/09,109 台北一,LA1 甘藍 初秋 ,36.5,28,22.4,28.6,0,"200,716",25
110/01/10,109 台北一,LA1 甘藍 初秋 ,41.4,31,24.3,31.7,11,"199,676",-1
110/01/12,109 台北一,LA1 甘藍 初秋 ,43.3,33,24.2,33.3,5,"205,597",3
110/01/13,109 台北一,LA1 甘藍 初秋 ,47.6,40,32.5,40,20,"192,133",-7
110/01/15,109 台北一,LA1 甘藍 初秋 ,40.6,34.1,26.4,33.9,-15,"261,131",36
110/01/16,109 台北一,LA1 甘藍 初秋 ,39.4,33.2,28.1,33.4,-1,"197,756",-24
110/01/17,109 台北一,LA1 甘藍 初秋 ,34.7,28.2,20.3,27.9,-16,"244,343",24
110/01/19,109 台北一,LA1 甘藍 初秋 ,31.1,24.5,19,24.7,-11,"247,340",1
110/01/20,109 台北一,LA1 甘藍 初秋 ,29.4,23.6,18.7,23.8,-4,"171,636",-31
110/01/21,109 台北一,LA1 甘藍 初秋 ,25.9,21.2,16.6,21.2,-11,"173,976",1
110/01/22,109 台北一,LA1 甘藍 初秋 ,22.1,16.5,12.3,16.8,-21,"202,530",16
110/01/23,109 台北一,LA1 甘藍 初秋 ,21,14.8,11.7,15.4,-8,"199,695",-1
110/01/24,109 台北一,LA1 甘藍 初秋 ,24.3,17.7,14.4,18.4,19,"157,126",-21
110/01/26,109 台北一,LA1 甘藍 初秋 ,22.9,18,12.8,18,-2,"178,636",14
