日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
104/11/21,109 台北一,LA1 甘藍 初秋 ,27.9,15.3,7.2,16.2,5,"121,968",2
104/11/22,109 台北一,LA1 甘藍 初秋 ,32.1,17.9,8.7,18.9,17,"102,707",-16
104/11/24,109 台北一,LA1 甘藍 初秋 ,30.9,19.1,10.5,19.7,4,"137,056",33
104/11/25,109 台北一,LA1 甘藍 初秋 ,30.2,21.4,12.5,21.4,9,"116,777",-15
104/11/26,109 台北一,LA1 甘藍 初秋 ,29.7,21.7,13.9,21.7,1,"120,993",4
104/11/27,109 台北一,LA1 甘藍 初秋 ,29,19.6,12.4,20.1,-7,"162,324",34
104/11/28,109 台北一,LA1 甘藍 初秋 ,27.6,16.6,11.2,17.7,-12,"174,698",8
104/11/29,109 台北一,LA1 甘藍 初秋 ,27,17.7,12.1,18.5,5,"130,991",-25
104/12/01,109 台北一,LA1 甘藍 初秋 ,24.4,15.6,10.7,16.4,-11,"156,002",19
104/12/02,109 台北一,LA1 甘藍 初秋 ,21.8,13.9,9.6,14.6,-11,"151,568",-3
104/12/03,109 台北一,LA1 甘藍 初秋 ,16.6,10.6,7,11.1,-24,"199,528",32
104/12/04,109 台北一,LA1 甘藍 初秋 ,15,9,5.9,9.6,-14,"211,802",6
104/12/05,109 台北一,LA1 甘藍 初秋 ,14.8,7.3,4.5,8.2,-15,"245,953",16
104/12/06,109 台北一,LA1 甘藍 初秋 ,15.8,7.3,4.9,8.5,4,"215,208",-13
104/12/08,109 台北一,LA1 甘藍 初秋 ,11.1,7.2,5.5,7.6,-11,"201,298",-6
104/12/09,109 台北一,LA1 甘藍 初秋 ,10.1,7.6,5.9,7.7,1,"165,054",-18
104/12/10,109 台北一,LA1 甘藍 初秋 ,8.9,6.3,4.4,6.4,-17,"225,726",37
104/12/11,109 台北一,LA1 甘藍 初秋 ,12.6,8.6,4.6,8.6,34,"125,209",-45
104/12/12,109 台北一,LA1 甘藍 初秋 ,12.6,7.5,4.8,7.9,-8,"203,008",62
104/12/13,109 台北一,LA1 甘藍 初秋 ,10.9,6.3,3.8,6.7,-15,"244,525",20
104/12/15,109 台北一,LA1 甘藍 初秋 ,10.3,6.2,4.3,6.6,-1,"243,348",0
104/12/16,109 台北一,LA1 甘藍 初秋 ,8.2,4.7,3.1,5.1,-23,"262,550",8
104/12/17,109 台北一,LA1 甘藍 初秋 ,7.9,3.9,2.6,4.4,-14,"230,417",-12
104/12/18,109 台北一,LA1 甘藍 初秋 ,9.3,5,3.8,5.6,27,"156,663",-32
104/12/19,109 台北一,LA1 甘藍 初秋 ,12.4,7.1,5,7.7,38,"159,987",2
104/12/20,109 台北一,LA1 甘藍 初秋 ,12.4,8.5,6.8,8.9,16,"184,580",15
104/12/22,109 台北一,LA1 甘藍 初秋 ,11.4,7.4,4.9,7.7,-13,"224,949",22
104/12/23,109 台北一,LA1 甘藍 初秋 ,10,5.7,3.3,6.1,-21,"195,900",-13
104/12/24,109 台北一,LA1 甘藍 初秋 ,9.1,5.7,4.4,6.2,2,"178,562",-9
104/12/25,109 台北一,LA1 甘藍 初秋 ,9.9,5.6,3.4,6,-3,"159,881",-10
104/12/26,109 台北一,LA1 甘藍 初秋 ,8.9,5,2.5,5.3,-12,"204,171",28
104/12/27,109 台北一,LA1 甘藍 初秋 ,10,5.1,3,5.6,6,"209,772",3
104/12/29,109 台北一,LA1 甘藍 初秋 ,11.3,6.7,5,7.3,30,"163,957",-22
104/12/30,109 台北一,LA1 甘藍 初秋 ,9.1,4.9,3.3,5.4,-26,"209,984",28
104/12/31,109 台北一,LA1 甘藍 初秋 ,9.1,4.5,2.3,5,-7,"189,135",-10
105/01/01,109 台北一,LA1 甘藍 初秋 ,10,5.8,3.6,6.2,24,"178,537",-6
105/01/02,109 台北一,LA1 甘藍 初秋 ,12.2,7.9,6.5,8.5,37,"139,340",-22
105/01/03,109 台北一,LA1 甘藍 初秋 ,10.7,6.3,4,6.7,-21,"218,384",57
105/01/05,109 台北一,LA1 甘藍 初秋 ,9.5,5.8,3.6,6.1,-9,"196,877",-10
105/01/06,109 台北一,LA1 甘藍 初秋 ,8,4,1.9,4.4,-28,"235,811",20
105/01/07,109 台北一,LA1 甘藍 初秋 ,8.9,4.3,2.1,4.7,7,"179,685",-24
105/01/08,109 台北一,LA1 甘藍 初秋 ,8.9,4.9,3.4,5.4,15,"152,728",-15
105/01/09,109 台北一,LA1 甘藍 初秋 ,10.5,5.4,3.7,6.1,13,"172,389",13
105/01/10,109 台北一,LA1 甘藍 初秋 ,9.1,5.2,3.2,5.6,-8,"212,192",23
105/01/12,109 台北一,LA1 甘藍 初秋 ,9.7,5.6,4.1,6.1,9,"205,823",-3
105/01/13,109 台北一,LA1 甘藍 初秋 ,8.7,5.1,3.6,5.5,-10,"196,302",-5
105/01/14,109 台北一,LA1 甘藍 初秋 ,8.3,6,4.6,6.2,13,"163,512",-17
105/01/15,109 台北一,LA1 甘藍 初秋 ,9.8,5.5,3.4,6,-3,"175,294",7
105/01/16,109 台北一,LA1 甘藍 初秋 ,9.8,5.6,3.8,6.1,2,"189,206",8
105/01/17,109 台北一,LA1 甘藍 初秋 ,11,5.6,3.7,6.3,3,"188,705",0
105/01/19,109 台北一,LA1 甘藍 初秋 ,10.3,5.8,4.2,6.4,2,"220,410",17
105/01/20,109 台北一,LA1 甘藍 初秋 ,9.9,5.9,4.4,6.4,0,"207,022",-6
105/01/21,109 台北一,LA1 甘藍 初秋 ,10.3,7.6,5.4,7.7,20,"157,410",-24
105/01/22,109 台北一,LA1 甘藍 初秋 ,16.1,11.7,9.7,12.2,58,"159,854",2
105/01/23,109 台北一,LA1 甘藍 初秋 ,15.3,11.7,7.6,11.6,-5,"220,888",38
105/01/24,109 台北一,LA1 甘藍 初秋 ,18.2,14.4,10.1,14.3,23,"202,422",-8
105/01/26,109 台北一,LA1 甘藍 初秋 ,24.1,19.5,16,19.7,38,"236,185",17
105/01/27,109 台北一,LA1 甘藍 初秋 ,20.9,14.2,8.1,14.3,-27,"274,326",16
105/01/28,109 台北一,LA1 甘藍 初秋 ,18.1,12.1,5.7,12,-16,"257,275",-6
105/01/29,109 台北一,LA1 甘藍 初秋 ,21,15.7,8.8,15.4,28,"177,499",-31
105/01/30,109 台北一,LA1 甘藍 初秋 ,18.7,13.4,7.6,13.3,-14,"185,623",5
105/01/31,109 台北一,LA1 甘藍 初秋 ,19.4,14.7,6.6,14.1,6,"188,699",2
105/02/01,109 台北一,LA1 甘藍 初秋 ,21.4,15.3,8.9,15.2,8,"110,681",-41
105/02/02,109 台北一,LA1 甘藍 初秋 ,18.4,14.4,6.6,13.6,-11,"229,018",107
105/02/03,109 台北一,LA1 甘藍 初秋 ,19.5,14.1,10.2,14.4,6,"261,045",14
105/02/04,109 台北一,LA1 甘藍 初秋 ,22,17.2,12.6,17.2,19,"237,998",-9
105/02/05,109 台北一,LA1 甘藍 初秋 ,22.8,18.3,14.2,18.4,7,"349,396",47
105/02/06,109 台北一,LA1 甘藍 初秋 ,26.2,22.1,11.3,20.8,13,"352,572",1
105/02/07,109 台北一,LA1 甘藍 初秋 ,20.5,11.1,5.3,11.8,-43,"130,510",-63
105/02/13,109 台北一,LA1 甘藍 初秋 ,28.3,24.2,15.1,23.2,97,"154,561",18
105/02/14,109 台北一,LA1 甘藍 初秋 ,52.5,42.1,29.8,41.7,80,"166,681",8
105/02/17,109 台北一,LA1 甘藍 初秋 ,37.9,30.2,22.8,30.2,-28,"279,401",68
105/02/18,109 台北一,LA1 甘藍 初秋 ,37.8,28.5,20.6,28.8,-5,"214,500",-23
105/02/19,109 台北一,LA1 甘藍 初秋 ,40.2,31.1,22.5,31.2,8,"201,155",-6
105/02/20,109 台北一,LA1 甘藍 初秋 ,40.5,33.2,24.8,33,6,"175,271",-13
105/02/21,109 台北一,LA1 甘藍 初秋 ,36.3,27.9,18.2,27.6,-16,"255,457",46
105/02/25,109 台北一,LA1 甘藍 初秋 ,39.3,34.7,22.9,33.3,21,"144,571",-43
105/02/26,109 台北一,LA1 甘藍 初秋 ,42.9,39.2,34.1,38.9,17,"137,168",-5
105/02/27,109 台北一,LA1 甘藍 初秋 ,45,39.8,35.3,40,3,"139,371",2
105/02/28,109 台北一,LA1 甘藍 初秋 ,42.4,37.1,31.2,37,-8,"137,078",-2
105/03/01,109 台北一,LA1 甘藍 初秋 ,42.5,37.2,28.9,36.6,-1,"149,860",9
105/03/02,109 台北一,LA1 甘藍 初秋 ,41.2,37.1,30.2,36.5,0,"103,057",-31
105/03/03,109 台北一,LA1 甘藍 初秋 ,40.9,36,30,35.8,-2,"89,576",-13
105/03/04,109 台北一,LA1 甘藍 初秋 ,41.7,36.8,28.7,36.2,1,"112,876",26
105/03/05,109 台北一,LA1 甘藍 初秋 ,36.7,29.5,21.2,29.3,-19,"161,109",43
105/03/06,109 台北一,LA1 甘藍 初秋 ,34.1,24.8,15.2,24.7,-16,"130,292",-19
105/03/08,109 台北一,LA1 甘藍 初秋 ,28.9,24.2,18.3,23.9,-3,"159,141",22
105/03/09,109 台北一,LA1 甘藍 初秋 ,33,29.5,24.4,29.2,22,"96,229",-40
105/03/10,109 台北一,LA1 甘藍 初秋 ,32.7,27.7,22.7,27.7,-5,"130,225",35
105/03/11,109 台北一,LA1 甘藍 初秋 ,34.2,29.7,25,29.7,7,"107,178",-18
105/03/12,109 台北一,LA1 甘藍 初秋 ,35.4,30.6,27.5,31,4,"121,734",14
105/03/13,109 台北一,LA1 甘藍 初秋 ,30.4,26,20.7,25.8,-17,"197,639",62
105/03/15,109 台北一,LA1 甘藍 初秋 ,36.9,31.6,27,31.7,23,"159,683",-19
105/03/16,109 台北一,LA1 甘藍 初秋 ,35.4,31.2,27.9,31.4,-1,"127,450",-20
105/03/17,109 台北一,LA1 甘藍 初秋 ,39.1,36.6,32.3,36.3,16,"88,957",-30
105/03/18,109 台北一,LA1 甘藍 初秋 ,38.2,34,30.3,34.1,-6,"133,476",50
105/03/19,109 台北一,LA1 甘藍 初秋 ,39.8,35.3,26.1,34.3,1,"141,247",6
105/03/20,109 台北一,LA1 甘藍 初秋 ,40,35.6,28.6,35.1,2,"138,843",-2
105/03/22,109 台北一,LA1 甘藍 初秋 ,36.4,32.1,26.2,31.7,-10,"194,412",40
105/03/23,109 台北一,LA1 甘藍 初秋 ,39.3,35.5,29.1,35,10,"146,804",-24
105/03/24,109 台北一,LA1 甘藍 初秋 ,43,40.2,34.4,39.6,13,"112,240",-24
105/03/25,109 台北一,LA1 甘藍 初秋 ,43.1,40.4,35.3,40,1,"145,399",30
105/03/26,109 台北一,LA1 甘藍 初秋 ,48.6,45.4,41.8,45.3,13,"118,385",-19
105/03/27,109 台北一,LA1 甘藍 初秋 ,52.2,46.3,39.3,46.1,2,"149,326",26
105/03/29,109 台北一,LA1 甘藍 初秋 ,57,52.1,44.6,51.6,12,"129,448",-13
105/03/30,109 台北一,LA1 甘藍 初秋 ,58.3,53.1,39.8,51.5,0,"117,099",-10
105/03/31,109 台北一,LA1 甘藍 初秋 ,54,47.8,40,47.5,-8,"145,713",24
105/04/01,109 台北一,LA1 甘藍 初秋 ,48.4,42.3,33.5,41.7,-12,"169,282",16
105/04/02,109 台北一,LA1 甘藍 初秋 ,45.8,39.4,28.8,38.6,-7,"164,537",-3
105/04/03,109 台北一,LA1 甘藍 初秋 ,49.2,38.9,27.6,38.7,0,"161,926",-2
105/04/06,109 台北一,LA1 甘藍 初秋 ,39.1,34.3,26.6,33.7,-13,"76,595",-53
105/04/07,109 台北一,LA1 甘藍 初秋 ,39.4,27.4,14.7,27.3,-19,"153,516",100
105/04/08,109 台北一,LA1 甘藍 初秋 ,35.4,22.6,11.9,23,-16,"160,871",5
105/04/09,109 台北一,LA1 甘藍 初秋 ,31.4,20,11.5,20.6,-10,"192,149",19
105/04/10,109 台北一,LA1 甘藍 初秋 ,31.4,21.9,13.5,22.1,7,"141,745",-26
105/04/12,109 台北一,LA1 甘藍 初秋 ,35,28,21.3,28,27,"118,439",-16
105/04/13,109 台北一,LA1 甘藍 初秋 ,33.1,24.1,15.7,24.2,-14,"138,210",17
105/04/14,109 台北一,LA1 甘藍 初秋 ,30.3,23.4,18.2,23.7,-2,"124,154",-10
105/04/15,109 台北一,LA1 甘藍 初秋 ,37,28.1,19.5,28.2,19,"96,482",-22
105/04/16,109 台北一,LA1 甘藍 初秋 ,33.7,21.4,12.3,22,-22,"181,859",88
105/04/17,109 台北一,LA1 甘藍 初秋 ,25.6,14.9,8.9,15.8,-28,"215,705",19
105/04/19,109 台北一,LA1 甘藍 初秋 ,31.7,22.7,14,22.7,44,"156,078",-28
105/04/20,109 台北一,LA1 甘藍 初秋 ,23.8,15.2,8.4,15.6,-31,"221,175",42
105/04/21,109 台北一,LA1 甘藍 初秋 ,19.3,12.4,5.1,12.3,-21,"196,980",-11
105/04/22,109 台北一,LA1 甘藍 初秋 ,18.7,12.9,6.3,12.7,3,"167,649",-15
105/04/23,109 台北一,LA1 甘藍 初秋 ,19.1,11.7,5.8,12,-6,"194,953",16
105/04/24,109 台北一,LA1 甘藍 初秋 ,23.5,14.3,6.6,14.6,22,"183,770",-6
105/04/26,109 台北一,LA1 甘藍 初秋 ,21.4,15,5.7,14.5,-1,"186,946",2
105/04/27,109 台北一,LA1 甘藍 初秋 ,18.8,13.3,6.6,13.1,-10,"169,480",-9
105/04/28,109 台北一,LA1 甘藍 初秋 ,20.7,16.1,8.7,15.5,18,"138,991",-18
105/04/29,109 台北一,LA1 甘藍 初秋 ,17.5,11.4,4.2,11.2,-28,"208,079",50
105/04/30,109 台北一,LA1 甘藍 初秋 ,17.6,11.7,4.7,11.4,2,"218,544",5
105/05/01,109 台北一,LA1 甘藍 初秋 ,17,12.5,4.1,11.7,3,"193,901",-11
105/05/03,109 台北一,LA1 甘藍 初秋 ,18.4,13,5.7,12.6,8,"178,400",-8
105/05/04,109 台北一,LA1 甘藍 初秋 ,18.1,13.2,6.9,12.9,2,"163,742",-8
105/05/05,109 台北一,LA1 甘藍 初秋 ,17.1,11.6,5.5,11.4,-12,"169,218",3
105/05/06,109 台北一,LA1 甘藍 初秋 ,15.6,10.2,4.7,10.2,-11,"186,180",10
105/05/07,109 台北一,LA1 甘藍 初秋 ,17.2,11.4,5.4,11.4,12,"164,167",-12
105/05/08,109 台北一,LA1 甘藍 初秋 ,20,15.4,7.6,14.8,30,"141,151",-14
105/05/10,109 台北一,LA1 甘藍 初秋 ,19.6,15.6,7.3,14.7,-1,"164,138",16
105/05/11,109 台北一,LA1 甘藍 初秋 ,18.1,14.4,7.2,13.7,-7,"163,955",0
105/05/12,109 台北一,LA1 甘藍 初秋 ,20.4,16.2,12.1,16.2,18,"132,832",-19
105/05/13,109 台北一,LA1 甘藍 初秋 ,18.7,15.1,10.8,15,-7,"154,194",16
105/05/14,109 台北一,LA1 甘藍 初秋 ,19.7,15.6,8.4,15,0,"159,266",3
105/05/15,109 台北一,LA1 甘藍 初秋 ,19,15,9.2,14.6,-3,"167,854",5
105/05/17,109 台北一,LA1 甘藍 初秋 ,19.5,16.2,12.3,16.1,10,"152,932",-9
105/05/18,109 台北一,LA1 甘藍 初秋 ,20.5,16.9,13.1,16.9,5,"148,340",-3
105/05/19,109 台北一,LA1 甘藍 初秋 ,22.1,19.3,13.7,18.8,11,"145,381",-2
105/05/20,109 台北一,LA1 甘藍 初秋 ,21.1,17.9,12.3,17.4,-7,"170,539",17
105/05/21,109 台北一,LA1 甘藍 初秋 ,19.9,15.9,9.9,15.5,-11,"180,648",6
105/05/22,109 台北一,LA1 甘藍 初秋 ,20,15.7,11.2,15.7,1,"168,537",-7
105/05/24,109 台北一,LA1 甘藍 初秋 ,19.4,15.4,11,15.3,-3,"174,435",3
105/05/25,109 台北一,LA1 甘藍 初秋 ,18.8,14.4,10.1,14.4,-6,"167,878",-4
105/05/26,109 台北一,LA1 甘藍 初秋 ,18.2,14.7,10.4,14.5,1,"157,547",-6
105/05/27,109 台北一,LA1 甘藍 初秋 ,17.8,12.9,7.9,12.9,-11,"186,379",18
105/05/28,109 台北一,LA1 甘藍 初秋 ,18.3,12.8,7.8,12.9,0,"183,001",-2
105/05/29,109 台北一,LA1 甘藍 初秋 ,18.2,14.5,8.5,14,9,"141,087",-23
105/05/31,109 台北一,LA1 甘藍 初秋 ,17,12.9,8.8,12.9,-8,"168,972",20
105/06/01,109 台北一,LA1 甘藍 初秋 ,18,14,9.9,14,9,"132,116",-22
105/06/02,109 台北一,LA1 甘藍 初秋 ,17.3,14.4,10,14.1,1,"126,092",-5
105/06/03,109 台北一,LA1 甘藍 初秋 ,17.9,15.1,10.7,14.8,5,"128,883",2
105/06/04,109 台北一,LA1 甘藍 初秋 ,17.8,14,9.4,13.9,-6,"154,131",20
105/06/05,109 台北一,LA1 甘藍 初秋 ,17.5,13,8.6,13,-6,"159,738",4
105/06/07,109 台北一,LA1 甘藍 初秋 ,17.2,13,8.2,12.9,-1,"189,681",19
105/06/08,109 台北一,LA1 甘藍 初秋 ,19,15.3,10.2,15,16,"155,619",-18
105/06/09,109 台北一,LA1 甘藍 初秋 ,23.2,18.5,13.5,18.5,23,"164,550",6
105/06/12,109 台北一,LA1 甘藍 初秋 ,28.4,23.3,15.9,22.9,24,"125,373",-24
105/06/14,109 台北一,LA1 甘藍 初秋 ,23.2,19.5,13.5,19,-17,"157,608",26
105/06/15,109 台北一,LA1 甘藍 初秋 ,20.8,16,8.6,15.4,-19,"145,616",-8
105/06/16,109 台北一,LA1 甘藍 初秋 ,19.5,13.1,6.8,13.1,-15,"139,225",-4
105/06/17,109 台北一,LA1 甘藍 初秋 ,20.8,16.1,10.2,15.8,21,"130,413",-6
105/06/18,109 台北一,LA1 甘藍 初秋 ,21.5,14.6,8.1,14.7,-7,"157,472",21
105/06/19,109 台北一,LA1 甘藍 初秋 ,23.4,17.1,6.9,16.3,11,"128,592",-18
105/06/21,109 台北一,LA1 甘藍 初秋 ,22.3,14.2,5.7,14.1,-13,"158,612",23
105/06/22,109 台北一,LA1 甘藍 初秋 ,22.4,15.1,7.2,15,6,"144,778",-9
105/06/23,109 台北一,LA1 甘藍 初秋 ,21.9,14.2,7.8,14.4,-4,"146,328",1
105/06/24,109 台北一,LA1 甘藍 初秋 ,21.7,14.2,7.7,14.4,0,"148,389",1
105/06/25,109 台北一,LA1 甘藍 初秋 ,21.2,14.7,7.8,14.6,1,"151,264",2
105/06/26,109 台北一,LA1 甘藍 初秋 ,23.7,18.8,12.6,18.6,27,"113,891",-25
105/06/28,109 台北一,LA1 甘藍 初秋 ,20.9,16.1,12.4,16.3,-12,"155,102",36
105/06/29,109 台北一,LA1 甘藍 初秋 ,18.4,13.8,8.7,13.7,-16,"150,276",-3
105/06/30,109 台北一,LA1 甘藍 初秋 ,18.8,14.4,9.7,14.4,5,"128,376",-15
105/07/01,109 台北一,LA1 甘藍 初秋 ,21.6,17.5,12.9,17.4,21,"113,180",-12
105/07/02,109 台北一,LA1 甘藍 初秋 ,18.2,13.6,8.9,13.6,-22,"171,083",51
105/07/03,109 台北一,LA1 甘藍 初秋 ,22.6,16.8,10.9,16.8,24,"137,237",-20
105/07/05,109 台北一,LA1 甘藍 初秋 ,22.2,16.3,11.1,16.4,-2,"150,771",10
105/07/06,109 台北一,LA1 甘藍 初秋 ,30.4,25,19.9,25.1,53,"129,218",-14
105/07/07,109 台北一,LA1 甘藍 初秋 ,35.5,30,22.9,29.7,18,"187,459",45
105/07/08,109 台北一,LA1 甘藍 初秋 ,33.5,29.9,20.7,28.8,-3,"115,861",-38
105/07/09,109 台北一,LA1 甘藍 初秋 ,37.4,29.3,11.7,27.4,-5,"76,848",-34
105/07/10,109 台北一,LA1 甘藍 初秋 ,25,18.5,5.9,17.3,-37,"120,872",57
105/07/12,109 台北一,LA1 甘藍 初秋 ,22.2,12.9,4.2,13,-25,"152,828",26
105/07/13,109 台北一,LA1 甘藍 初秋 ,19.2,11.8,6,12.1,-7,"133,746",-12
105/07/14,109 台北一,LA1 甘藍 初秋 ,24.7,19.4,13.2,19.2,59,"76,907",-42
105/07/15,109 台北一,LA1 甘藍 初秋 ,26,21.3,14.3,20.8,8,"106,543",39
105/07/16,109 台北一,LA1 甘藍 初秋 ,23.2,16.8,10.6,16.9,-19,"168,455",58
105/07/17,109 台北一,LA1 甘藍 初秋 ,25,19.4,12.3,19.1,13,"127,232",-24
105/07/19,109 台北一,LA1 甘藍 初秋 ,24.6,19.9,10.6,19,-1,"130,501",3
105/07/20,109 台北一,LA1 甘藍 初秋 ,25.8,21.5,14.5,20.9,10,"96,922",-26
105/07/21,109 台北一,LA1 甘藍 初秋 ,31.2,26.7,19.6,26.2,25,"71,646",-26
105/07/22,109 台北一,LA1 甘藍 初秋 ,33.5,30.2,22.9,29.4,12,"77,801",9
105/07/23,109 台北一,LA1 甘藍 初秋 ,34.6,31.2,22.9,30.2,3,"92,212",19
105/07/24,109 台北一,LA1 甘藍 初秋 ,35.4,30.2,24.4,30.1,0,"102,245",11
105/07/26,109 台北一,LA1 甘藍 初秋 ,33.8,29.7,20.6,28.7,-5,"93,142",-9
105/07/27,109 台北一,LA1 甘藍 初秋 ,34.5,31,21.7,29.9,4,"69,646",-25
105/07/28,109 台北一,LA1 甘藍 初秋 ,34.9,30.5,19.9,29.2,-2,"66,737",-4
105/07/29,109 台北一,LA1 甘藍 初秋 ,33.6,27.1,17.1,26.4,-10,"89,409",34
105/07/30,109 台北一,LA1 甘藍 初秋 ,34.3,26.3,17.6,26.1,-1,"100,181",12
105/07/31,109 台北一,LA1 甘藍 初秋 ,39.1,34.2,24.6,33.2,27,"76,725",-23
105/08/02,109 台北一,LA1 甘藍 初秋 ,42.2,32.7,25.5,33.2,0,"75,828",-1
105/08/03,109 台北一,LA1 甘藍 初秋 ,40.8,33.6,23.8,33.1,0,"71,687",-5
105/08/04,109 台北一,LA1 甘藍 初秋 ,43.1,28.8,17.3,29.4,-11,"70,877",-1
105/08/05,109 台北一,LA1 甘藍 初秋 ,42.8,32.9,16.4,31.6,7,"57,364",-19
105/08/06,109 台北一,LA1 甘藍 初秋 ,43,35.8,22.3,34.5,9,"65,744",15
105/08/07,109 台北一,LA1 甘藍 初秋 ,42.8,35.5,28.5,35.6,3,"82,578",26
105/08/09,109 台北一,LA1 甘藍 初秋 ,44.1,36.7,27.5,36.3,2,"62,351",-24
105/08/10,109 台北一,LA1 甘藍 初秋 ,43.8,36,27.9,35.9,-1,"53,483",-14
105/08/11,109 台北一,LA1 甘藍 初秋 ,45.3,35.3,27.6,35.8,0,"47,079",-12
105/08/12,109 台北一,LA1 甘藍 初秋 ,49.4,36.1,14.7,34.4,-4,"45,640",-3
105/08/13,109 台北一,LA1 甘藍 初秋 ,55.1,40.4,26.1,40.5,18,"58,551",28
105/08/14,109 台北一,LA1 甘藍 初秋 ,55.2,40.5,28.7,41.1,1,"54,161",-7
105/08/16,109 台北一,LA1 甘藍 初秋 ,54.6,42.4,27.1,41.8,2,"68,558",27
105/08/17,109 台北一,LA1 甘藍 初秋 ,56.4,46.5,34.3,46,10,"45,578",-34
105/08/20,109 台北一,LA1 甘藍 初秋 ,53.8,41.4,23.6,40.3,-12,"61,024",34
105/08/21,109 台北一,LA1 甘藍 初秋 ,54.3,47.4,28.1,44.9,11,"34,532",-43
105/08/23,109 台北一,LA1 甘藍 初秋 ,55.8,46.6,33.9,45.9,2,"48,931",42
105/08/24,109 台北一,LA1 甘藍 初秋 ,54.5,38.9,23.7,39,-15,"53,460",9
105/08/25,109 台北一,LA1 甘藍 初秋 ,48.2,35.5,25.5,36,-8,"42,738",-20
105/08/26,109 台北一,LA1 甘藍 初秋 ,49,41.4,31.1,40.9,14,"38,093",-11
105/08/27,109 台北一,LA1 甘藍 初秋 ,53.2,37.5,28.9,38.9,-5,"58,018",52
105/08/28,109 台北一,LA1 甘藍 初秋 ,54.5,41.5,30.8,41.9,8,"42,806",-26
105/08/30,109 台北一,LA1 甘藍 初秋 ,54.8,40.2,17.6,38.6,-8,"43,917",3
105/08/31,109 台北一,LA1 甘藍 初秋 ,53.8,41.5,21,39.9,3,"36,585",-17
105/09/01,109 台北一,LA1 甘藍 初秋 ,53.3,41.6,26,40.8,2,"41,096",12
105/09/02,109 台北一,LA1 甘藍 初秋 ,49,34.4,20.9,34.6,-15,"54,257",32
105/09/03,109 台北一,LA1 甘藍 初秋 ,47.6,33.3,21.6,33.8,-2,"49,884",-8
105/09/04,109 台北一,LA1 甘藍 初秋 ,48,38.6,20.5,36.9,9,"46,769",-6
105/09/06,109 台北一,LA1 甘藍 初秋 ,45.2,29.5,16.8,30.1,-18,"66,259",42
105/09/07,109 台北一,LA1 甘藍 初秋 ,47.2,32.3,15,31.8,6,"36,149",-45
105/09/08,109 台北一,LA1 甘藍 初秋 ,48.6,33.5,17.8,33.4,5,"24,119",-33
105/09/09,109 台北一,LA1 甘藍 初秋 ,43.5,37.5,19.2,35.1,5,"33,155",37
105/09/10,109 台北一,LA1 甘藍 初秋 ,37.1,29.6,19.1,29,-17,"57,187",72
105/09/11,109 台北一,LA1 甘藍 初秋 ,37.6,30.2,18.3,29.3,1,"47,585",-17
105/09/13,109 台北一,LA1 甘藍 初秋 ,43.3,35.6,23.1,34.6,18,"70,045",47
105/09/14,109 台北一,LA1 甘藍 初秋 ,40.7,28.4,11.7,27.5,-21,"75,070",7
105/09/15,109 台北一,LA1 甘藍 初秋 ,46.4,36.6,21.1,35.5,29,"31,364",-58
105/09/18,109 台北一,LA1 甘藍 初秋 ,55.6,39.5,19.6,38.8,9,"27,238",-13
105/09/20,109 台北一,LA1 甘藍 初秋 ,41.3,33.4,19.3,32.2,-17,"48,778",79
105/09/21,109 台北一,LA1 甘藍 初秋 ,32.6,22.8,11.2,22.4,-30,"59,902",23
105/09/22,109 台北一,LA1 甘藍 初秋 ,34.6,21.6,13.5,22.6,1,"41,480",-31
105/09/23,109 台北一,LA1 甘藍 初秋 ,52.1,42.2,28.6,41.5,84,"19,702",-53
105/09/24,109 台北一,LA1 甘藍 初秋 ,48,36.4,22.3,35.9,-13,"40,516",106
105/09/25,109 台北一,LA1 甘藍 初秋 ,53,44.8,35.5,44.6,24,"43,346",7
105/09/27,109 台北一,LA1 甘藍 初秋 ,44.4,36.2,19,34.4,-23,"54,440",26
105/09/28,109 台北一,LA1 甘藍 初秋 ,35.6,21.1,9.2,21.6,-37,"25,308",-54
105/09/29,109 台北一,LA1 甘藍 初秋 ,46.8,43.1,34.1,42,94,"16,807",-34
105/09/30,109 台北一,LA1 甘藍 初秋 ,69.5,54.4,26,51.8,23,"10,574",-37
105/10/01,109 台北一,LA1 甘藍 初秋 ,62,51.7,25.9,48.6,-6,"20,019",89
105/10/02,109 台北一,LA1 甘藍 初秋 ,53.9,36.7,22.3,37.2,-23,"37,996",90
105/10/04,109 台北一,LA1 甘藍 初秋 ,57.5,41.5,15.3,39.4,6,"31,836",-16
105/10/05,109 台北一,LA1 甘藍 初秋 ,55.7,43.5,31.9,43.6,11,"30,253",-5
105/10/06,109 台北一,LA1 甘藍 初秋 ,57.1,46.2,32.6,45.7,5,"23,233",-23
105/10/07,109 台北一,LA1 甘藍 初秋 ,58.5,48.7,35.7,48,5,"26,077",12
105/10/08,109 台北一,LA1 甘藍 初秋 ,43.2,33.9,22,33.4,-30,"59,671",129
105/10/09,109 台北一,LA1 甘藍 初秋 ,50.4,35,20.7,35.3,6,"50,369",-16
105/10/11,109 台北一,LA1 甘藍 初秋 ,47.5,38,21.8,36.7,4,"44,655",-11
105/10/12,109 台北一,LA1 甘藍 初秋 ,44.6,37.5,21,35.6,-3,"39,629",-11
